DI,TradeValue,RealmType,Enclave,LivingQuarters,ParcelSize,ParcelSizeUnit,StructuralIntegrity,ExteriorCharm,Downpayment,LoanAmount,MonthlyPayment,AffordableDwelling
1433,171500.0,Meadowlands,Shadowmere,1083.0,7023.0,sqft,5,Common,34300.0,137200.0,655.0137853786027,1
1434,145000.0,GnomeBurough,Petalbridge,664.0,9863.0,sqft,6,Common,29000.0,116000.0,553.8017427399265,1
1435,64500.0,GnomeBurough,Petalbridge,744.0,10800.0,sqft,6,Common,12900.0,51600.0,246.34629246017414,1
1436,415000.0,Meadowlands,Silverglen,1436.0,14780.0,sqft,5,Enchanting,83000.0,332000.0,1585.0187809453068,0
1437,164000.0,Meadowlands,Crystalhollow,935.0,4500.0,sqft,5,Common,32800.0,131200.0,626.3688676506754,1
1438,155000.0,Meadowlands,Dragonspire,976.0,7931.0,sqft,6,Common,31000.0,124000.0,591.9949663771628,1
1439,220000.0,Meadowlands,Ravenstone,996.0,6853.0,sqft,5,Gleaming,44000.0,176000.0,840.2509200191988,0
1440,147400.0,AetherIsles,Wyverncliff,940.0,2544.0,sqft,5,Gleaming,29480.0,117920.0,562.9681164128632,1
1441,116500.0,GnomeBurough,Oakenshade,793.0,1879.0,sqft,6,Common,23300.0,93200.0,444.95105537380294,1
1442,147000.0,Meadowlands,Cloudrest,1016.0,2308.0,sqft,5,Common,29400.0,117600.0,561.4403874673737,1
1443,177000.0,Meadowlands,Dragonspire,1028.0,10943.0,sqft,5,Gleaming,35400.0,141600.0,676.0200583790827,1
1444,139000.0,Meadowlands,Dragonspire,1255.0,9600.0,sqft,6,Common,27800.0,111200.0,530.8858085575847,1
1445,150000.0,Meadowlands,Dragonspire,664.0,11988.0,sqft,6,Common,30000.0,120000.0,572.8983545585446,1
1446,177500.0,Meadowlands,Dragonspire,1646.0,8970.0,sqft,6,Common,35500.0,142000.0,677.9297195609444,1
1447,164500.0,Meadowlands,Nighthaven,1026.0,10140.0,sqft,6,Common,32900.0,131600.0,628.2785288325372,1
1448,245000.0,Meadowlands,Crystalhollow,664.0,12864.0,sqft,5,Gleaming,49000.0,196000.0,935.7339791122896,0
1449,157000.0,Meadowlands,Stormhold,825.0,5500.0,sqft,5,Common,31400.0,125600.0,599.6336111046099,1
1450,158000.0,Meadowlands,Emberfall,2041.0,16779.0,sqft,4,Common,31600.0,126400.0,603.4529334683336,1
1451,135000.0,Meadowlands,Dragonspire,935.0,9600.0,sqft,5,Common,27000.0,108000.0,515.6085191026901,1
1452,321000.0,Meadowlands,Glimmerwood,1918.0,10236.0,sqft,5,Gleaming,64200.0,256800.0,1226.0024787552852,0
1453,122000.0,Meadowlands,Emberfall,692.0,9819.0,sqft,5,Common,24400.0,97600.0,465.9573283742829,1
1454,135000.0,Meadowlands,Thornfield,1123.0,7155.0,sqft,8,Common,27000.0,108000.0,515.6085191026901,1
1455,60000.0,GnomeBurough,Stormwatch,615.0,6120.0,sqft,3,Modest,12000.0,48000.0,229.15934182341783,1
1456,114000.0,GnomeBurough,Petalbridge,947.0,4571.0,sqft,7,Common,22800.0,91200.0,435.40274946449387,1
1457,209500.0,GnomeBurough,Stormwatch,664.0,7793.0,sqft,7,Common,41900.0,167600.0,800.1480352001006,0
1458,119000.0,Meadowlands,Dragonspire,1218.0,8917.0,sqft,5,Common,23800.0,95200.0,454.4993612831121,1
1459,118000.0,Meadowlands,Dragonspire,867.0,9000.0,sqft,5,Common,23600.0,94400.0,450.6800389193884,1
1460,128950.0,Meadowlands,Dragonspire,942.0,9320.0,sqft,5,Common,25790.0,103160.0,492.5016188021621,1
1461,335000.0,Meadowlands,Thornfield,1463.0,17500.0,sqft,8,Gleaming,67000.0,268000.0,1279.4729918474163,0
1462,272000.0,Meadowlands,Nighthaven,2209.0,12227.0,sqft,7,Common,54400.0,217600.0,1038.8556829328274,0
1463,139000.0,GnomeBurough,Petalbridge,1270.0,10800.0,sqft,6,Common,27800.0,111200.0,530.8858085575847,1
1464,119916.0,Meadowlands,Emberfall,664.0,6360.0,sqft,5,Common,23983.2,95932.8,457.9978605682829,1
1465,205000.0,Meadowlands,Sunspire,1185.0,13703.9808376968,sqft,5,Gleaming,41000.0,164000.0,782.9610845633443,0
1466,85000.0,Meadowlands,Shadowmere,673.0,6410.0,sqft,5,Common,17000.0,68000.0,324.64240091650856,1
1467,119200.0,Meadowlands,Dragonspire,832.0,11664.0,sqft,5,Common,23840.0,95360.0,455.26322575585675,1
1468,500067.0,Meadowlands,Silverglen,1761.0,17169.0,sqft,5,Enchanting,100013.40000000001,400053.6,1909.9170764601847,0
1469,201000.0,Meadowlands,Crystalhollow,1199.0,9196.0,sqft,5,Gleaming,40200.0,160800.0,767.6837951084497,0
1470,195500.0,Meadowlands,Duskwood,1233.0,9535.0,sqft,5,Common,39100.0,156400.0,746.6775221079698,1
1471,127000.0,Meadowlands,Dragonspire,1159.0,7910.0,sqft,5,Common,25400.0,101600.0,485.0539401929011,1
1472,211000.0,Meadowlands,Sunspire,1438.0,11250.0,sqft,5,Gleaming,42200.0,168800.0,805.8770187456862,0
1473,183900.0,AetherIsles,Wyverncliff,1116.0,3735.0,sqft,5,Gleaming,36780.0,147120.0,702.3733826887757,1
1474,185750.0,Meadowlands,Nighthaven,1145.0,9156.0,sqft,7,Common,37150.0,148600.0,709.4391290616644,1
1475,93000.0,GnomeBurough,Stormwatch,878.0,6000.0,sqft,5,Common,18600.0,74400.0,355.19697982629765,1
1476,171925.0,Meadowlands,Duskwood,1149.0,8857.0,sqft,5,Gleaming,34385.0,137540.0,656.6369973831852,1
1477,139500.0,Meadowlands,Brightforge,878.0,7733.0,sqft,5,Common,27900.0,111600.0,532.7954697394464,1
1478,320000.0,Meadowlands,Duskwood,1893.0,19378.0,sqft,5,Gleaming,64000.0,256000.0,1222.1831563915619,0
1479,104000.0,Meadowlands,Thornfield,839.0,7801.0,sqft,5,Common,20800.0,83200.0,397.2095258272576,1
1480,235000.0,Meadowlands,Shadowmere,1545.0,19950.0,sqft,7,Common,47000.0,188000.0,897.5407554750532,0
1481,153500.0,Meadowlands,Crystalhollow,1028.0,4500.0,sqft,5,Common,30700.0,122800.0,586.2659828315773,1
1482,179000.0,Meadowlands,Brightforge,1037.0,8450.0,sqft,5,Common,35800.0,143200.0,683.65870310653,1
1483,250000.0,Meadowlands,Thornfield,1266.0,3811.0,sqft,5,Gleaming,50000.0,200000.0,954.8305909309076,0
1484,183500.0,Meadowlands,Duskwood,1323.0,8244.0,sqft,5,Gleaming,36700.0,146800.0,700.8456537432862,1
1485,129500.0,Meadowlands,Dragonspire,935.0,10050.0,sqft,5,Common,25900.0,103600.0,494.60224610221013,1
1486,140000.0,Meadowlands,Sunspire,697.0,16269.0,sqft,5,Common,28000.0,112000.0,534.7051309213083,1
1487,140000.0,Meadowlands,Shadowmere,824.0,3675.0,sqft,5,Common,28000.0,112000.0,534.7051309213083,1
1488,170000.0,Meadowlands,Duskwood,1099.0,9967.0,sqft,5,Common,34000.0,136000.0,649.2848018330171,1
1489,320000.0,Meadowlands,Brightforge,2478.0,12376.0,sqft,5,Common,64000.0,256000.0,1222.1831563915619,0
1490,155000.0,Meadowlands,Dragonspire,1211.0,10170.0,sqft,6,Common,31000.0,124000.0,591.9949663771628,1
1491,98000.0,Meadowlands,Shadowmere,1104.0,8777.0,sqft,6,Common,19600.0,78400.0,374.29359164491586,1
1492,229800.0,AetherIsles,Wyverncliff,1078.0,8640.0,sqft,5,Gleaming,45960.0,183840.0,877.6802791836903,0
1493,225000.0,Meadowlands,Duskwood,1525.0,10762.0,sqft,5,Gleaming,45000.0,180000.0,859.3475318378167,0
1494,109000.0,GnomeBurough,Stormwatch,627.0,11672.0,sqft,5,Common,21800.0,87200.0,416.3061376458757,1
1495,195000.0,AetherIsles,Wyverncliff,966.0,4217.0,sqft,5,Gleaming,39000.0,156000.0,744.7678609261079,1
1496,84900.0,Meadowlands,Shadowmere,492.0,8777.0,sqft,6,Common,16980.0,67920.0,324.2604686801362,1
1497,99900.0,Meadowlands,Shadowmere,664.0,4060.0,sqft,8,Common,19980.0,79920.0,381.55030413599076,1
1498,120000.0,Meadowlands,Dragonspire,924.0,8750.0,sqft,5,Common,24000.0,96000.0,458.31868364683567,1
1499,129850.0,GnomeBurough,Mystvale,1231.0,7288.0,sqft,7,Gleaming,25970.0,103880.0,495.9390089295135,1
1500,325300.0,Meadowlands,Silverglen,1827.0,14215.0,sqft,5,Gleaming,65060.0,260240.0,1242.425564919297,0
1501,259000.0,Meadowlands,Silverglen,1401.0,14122.0,sqft,5,Gleaming,51800.0,207200.0,989.2044922044203,0
1502,154900.0,Meadowlands,Thornfield,1033.0,7681.0,sqft,6,Common,30980.0,123920.0,591.6130341407904,1
1503,169900.0,Meadowlands,Crystalhollow,795.0,12328.0,sqft,5,Common,33980.0,135920.0,648.9028695966449,1
1504,130000.0,Meadowlands,Shadowmere,1253.0,22692.0,sqft,5,Common,26000.0,104000.0,496.5119072840719,1
1505,148000.0,Meadowlands,Shadowmere,824.0,3675.0,sqft,5,Common,29600.0,118400.0,565.2597098310973,1
1506,133000.0,Meadowlands,Dragonspire,1213.0,9490.0,sqft,7,Common,26600.0,106400.0,507.96987437524285,1
1507,192000.0,Meadowlands,Sunspire,1122.0,8749.0,sqft,5,Gleaming,38400.0,153600.0,733.309893834937,1
1508,177000.0,Meadowlands,Thornfield,1292.0,15576.0,sqft,7,Common,35400.0,141600.0,676.0200583790827,1
1509,206580.0,Meadowlands,Duskwood,1173.0,10936.0,sqft,5,Gleaming,41316.0,165264.0,788.9956138980276,0
1510,162900.0,GnomeBurough,Stormwatch,1209.0,6240.0,sqft,7,Common,32580.0,130320.0,622.1676130505795,1
1511,356383.0,Meadowlands,Riverbend,1902.0,12292.0,sqft,5,Gleaming,71276.6,285106.4,1361.1415619509187,0
1512,173000.0,Meadowlands,Windwhisper,1288.0,15263.0,sqft,5,Common,34600.0,138400.0,660.7427689241881,1
1513,144152.0,AetherIsles,Wyverncliff,923.0,3180.0,sqft,5,Gleaming,28830.4,115321.6,550.5629573754888,1
1514,144000.0,Meadowlands,Sunspire,652.0,4435.0,sqft,5,Gleaming,28800.0,115200.0,549.9824203762028,1
1515,170000.0,Meadowlands,Nighthaven,902.0,10625.0,sqft,6,Common,34000.0,136000.0,649.2848018330171,1
1516,162000.0,Meadowlands,Duskwood,1015.0,7750.0,sqft,5,Gleaming,32400.0,129600.0,618.7302229232281,1
1517,170000.0,Meadowlands,Brightforge,893.0,9260.0,sqft,5,Gleaming,34000.0,136000.0,649.2848018330171,1
1518,112500.0,GnomeBurough,Petalbridge,713.0,6000.0,sqft,6,Common,22500.0,90000.0,429.6737659189084,1
1519,141000.0,Meadowlands,Emberfall,664.0,8499.0,sqft,6,Common,28200.0,112800.0,538.5244532850319,1
1520,167840.0,Meadowlands,Sunspire,1023.0,8334.0,sqft,5,Gleaming,33568.0,134272.0,641.0350655273742,1
1521,82000.0,Meadowlands,Shadowmere,726.0,10206.0,sqft,3,Common,16400.0,65600.0,313.1844338253377,1
1522,175000.0,Meadowlands,Ravenstone,1086.0,11457.0,sqft,5,Common,35000.0,140000.0,668.3814136516354,1
1523,116500.0,GnomeBurough,Mystvale,1023.0,7518.0,sqft,8,Modest,23300.0,93200.0,444.95105537380294,1
1524,121500.0,Meadowlands,Shadowmere,825.0,9571.0,sqft,5,Common,24300.0,97200.0,464.04766719242105,1
1525,162500.0,GnomeBurough,Stormwatch,1319.0,9144.0,sqft,4,Common,32500.0,130000.0,620.63988410509,1
1526,241000.0,AetherIsles,Wyverncliff,1192.0,8125.0,sqft,5,Gleaming,48200.0,192800.0,920.456689657395,0
1527,128000.0,Meadowlands,Emberfall,756.0,9100.0,sqft,5,Common,25600.0,102400.0,488.87326255662475,1
1528,79500.0,GnomeBurough,Stormwatch,719.0,9100.0,sqft,6,Common,15900.0,63600.0,303.6361279160286,1
1529,419005.0,AetherIsles,Wyverncliff,1512.0,12291.0,sqft,5,Enchanting,83801.0,335204.0,1600.3151670120199,0
1530,126000.0,Meadowlands,Stormhold,658.0,7890.0,sqft,6,Common,25200.0,100800.0,481.23461782917747,1
1531,148800.0,Meadowlands,Dragonspire,861.0,10710.0,sqft,7,Gleaming,29760.0,119040.0,568.3151677220762,1
1532,176000.0,Meadowlands,Ravenstone,874.0,13811.0,sqft,6,Common,35200.0,140800.0,672.200736015359,1
1533,207500.0,Meadowlands,Silverglen,1010.0,5063.0,sqft,5,Gleaming,41500.0,166000.0,792.5093904726534,0
1534,143000.0,GnomeBurough,Petalbridge,871.0,9836.0,sqft,5,Common,28600.0,114400.0,546.1630980124793,1
1535,85500.0,GnomeBurough,Wolfsbane,839.0,1504.0,sqft,4,Common,17100.0,68400.0,326.55206209837047,1
1536,210000.0,Meadowlands,Thornfield,1385.0,14210.0,sqft,7,Common,42000.0,168000.0,802.0576963819623,0
1537,191000.0,Meadowlands,Sunspire,1301.0,9337.0,sqft,5,Common,38200.0,152800.0,729.4905714712135,1
1538,256000.0,Meadowlands,Windwhisper,1279.0,53227.0,sqft,6,Common,51200.0,204800.0,977.7465251132495,0
1539,124900.0,Meadowlands,Sunspire,599.0,7200.0,sqft,7,Common,24980.0,99920.0,477.03336322908143,1
1540,145000.0,Meadowlands,Stormhold,1136.0,6292.0,sqft,7,Common,29000.0,116000.0,553.8017427399265,1
1541,156000.0,AetherIsles,Wyverncliff,1116.0,3768.0,sqft,5,Gleaming,31200.0,124800.0,595.8142887408864,1
1542,342643.0,Meadowlands,Silverglen,1996.0,16259.0,sqft,5,Common,68528.6,274114.4,1308.664072673356,0
1543,279500.0,Meadowlands,Glimmerwood,664.0,10990.0,sqft,5,Gleaming,55900.0,223600.0,1067.5006006607548,0
1544,87000.0,GnomeBurough,Petalbridge,646.0,4388.0,sqft,7,Common,17400.0,69600.0,332.28104564395585,1
1545,90000.0,GnomeBurough,Stormwatch,1012.0,8550.0,sqft,5,Common,18000.0,72000.0,343.7390127351268,1
1546,128000.0,Meadowlands,Emberfall,820.0,9600.0,sqft,7,Common,25600.0,102400.0,488.87326255662475,1
1547,157000.0,GnomeBurough,Stormwatch,1151.0,6000.0,sqft,7,Common,31400.0,125600.0,599.6336111046099,1
1548,179000.0,Meadowlands,Shadowmere,923.0,10800.0,sqft,5,Common,35800.0,143200.0,683.65870310653,1
1549,168000.0,Meadowlands,Crystalhollow,1247.0,32463.0,sqft,4,Common,33600.0,134400.0,641.64615710557,1
1550,82375.0,GnomeBurough,Mystvale,1033.0,10320.0,sqft,3,Modest,16475.0,65900.0,314.6166797117341,1
1551,136900.0,Meadowlands,Shadowmere,1426.0,9525.0,sqft,4,Common,27380.0,109520.0,522.865231593765,1
1552,95000.0,Meadowlands,Stormhold,706.0,6001.0,sqft,5,Common,19000.0,76000.0,362.8356245537449,1
1553,377500.0,Meadowlands,Duskwood,1343.0,14892.0,sqft,5,Enchanting,75500.0,302000.0,1441.7941923056705,0
1554,113000.0,Meadowlands,Shadowmere,516.0,9340.0,sqft,6,Common,22600.0,90400.0,431.5834271007703,1
1555,171750.0,Meadowlands,Silverglen,1080.0,3136.0,sqft,5,Gleaming,34350.0,137400.0,655.9686159695336,1
1556,108500.0,GnomeBurough,Petalbridge,738.0,6000.0,sqft,4,Common,21700.0,86800.0,414.396476464014,1
1557,134500.0,Meadowlands,Dragonspire,775.0,8923.0,sqft,7,Common,26900.0,107600.0,513.6988579208283,1
1558,65000.0,GnomeBurough,Petalbridge,1221.0,12205.0,sqft,1,Common,13000.0,52000.0,248.25595364203596,1
1559,350000.0,Meadowlands,Silverglen,1710.0,8834.0,sqft,5,Gleaming,70000.0,280000.0,1336.7628273032708,0
1560,184500.0,Meadowlands,Silverglen,1004.0,5122.0,sqft,5,Gleaming,36900.0,147600.0,704.6649761070099,1
1561,123000.0,GnomeBurough,Petalbridge,1097.0,5775.0,sqft,7,Common,24600.0,98400.0,469.77665073800654,1
1562,205000.0,Meadowlands,Nighthaven,1238.0,10603.0,sqft,7,Common,41000.0,164000.0,782.9610845633443,0
1563,144750.0,Meadowlands,Dragonspire,1389.0,7570.0,sqft,5,Common,28950.0,115800.0,552.8469121489954,1
1564,213490.0,Meadowlands,Dreamweaver,1158.0,3013.0,sqft,5,Gleaming,42698.0,170792.0,815.387131431358,0
1565,209200.0,Meadowlands,Crystalhollow,1033.0,8940.0,sqft,5,Common,41840.0,167360.0,799.0022384909835,0
1566,115000.0,GnomeBurough,Wolfsbane,1003.0,2665.0,sqft,6,Common,23000.0,92000.0,439.2220718282175,1
1567,129000.0,Meadowlands,Emberfall,797.0,10751.0,sqft,5,Common,25800.0,103200.0,492.6925849203483,1
1568,376162.0,Meadowlands,Silverglen,1795.0,12858.0,sqft,5,Enchanting,75232.40000000001,300929.6,1436.6839389830084,0
1569,204000.0,Meadowlands,Silverglen,1001.0,3901.0,sqft,5,Gleaming,40800.0,163200.0,779.1417621996206,0
1570,110000.0,GnomeBurough,Petalbridge,987.0,3500.0,sqft,7,Common,22000.0,88000.0,420.1254600095994,1
1571,122000.0,Meadowlands,Dragonspire,664.0,9768.0,sqft,5,Common,24400.0,97600.0,465.9573283742829,1
1572,156000.0,Meadowlands,Dragonspire,1329.0,12099.0,sqft,6,Common,31200.0,124800.0,595.8142887408864,1
1573,191000.0,Meadowlands,Dreamweaver,1156.0,3182.0,sqft,5,Gleaming,38200.0,152800.0,729.4905714712135,1
1574,231500.0,Meadowlands,Sunspire,1356.0,15426.0,sqft,5,Common,46300.0,185200.0,884.1731272020205,0
1575,189000.0,Meadowlands,Brightforge,1274.0,14565.0,sqft,5,Gleaming,37800.0,151200.0,721.8519267437662,1
1576,246500.0,Meadowlands,Sunspire,1269.0,10235.0,sqft,5,Gleaming,49300.0,197200.0,941.462962657875,0
1577,149900.0,Meadowlands,Cloudrest,1119.0,2280.0,sqft,6,Common,29980.0,119920.0,572.5164223221723,1
1578,226000.0,Meadowlands,Sunspire,1137.0,10665.0,sqft,5,Gleaming,45200.0,180800.0,863.1668542015406,0
1579,80500.0,GnomeBurough,Stormwatch,701.0,6240.0,sqft,5,Common,16100.0,64400.0,307.45545027975226,1
1580,208000.0,Meadowlands,Thornfield,1524.0,13607.0,sqft,6,Common,41600.0,166400.0,794.4190516545152,0
1581,202500.0,GnomeBurough,Stormwatch,1405.0,11737.0,sqft,7,Common,40500.0,162000.0,773.4127786540352,0
1582,160500.0,Meadowlands,Emberfall,799.0,7176.0,sqft,6,Common,32100.0,128400.0,613.0012393776426,1
1583,182000.0,Meadowlands,Windwhisper,1170.0,11075.0,sqft,5,Common,36400.0,145600.0,695.1166701977007,1
1584,98000.0,Meadowlands,Dragonspire,779.0,7785.0,sqft,5,Common,19600.0,78400.0,374.29359164491586,1
1585,147900.0,Meadowlands,Sunspire,843.0,16561.0,sqft,5,Common,29580.0,118320.0,564.877777594725,1
1586,188000.0,Meadowlands,Crystalhollow,1329.0,9297.0,sqft,5,Common,37600.0,150400.0,718.0326043800426,1
1587,169500.0,GnomeBurough,Mystvale,1398.0,7758.0,sqft,4,Common,33900.0,135600.0,647.3751406511554,1
1588,114000.0,GnomeBurough,Petalbridge,799.0,8146.0,sqft,8,Gleaming,22800.0,91200.0,435.40274946449387,1
1589,167900.0,Meadowlands,Nighthaven,858.0,10140.0,sqft,6,Common,33580.0,134320.0,641.2642248691975,1
1590,237500.0,Meadowlands,Dragonspire,1628.0,12925.0,sqft,7,Common,47500.0,190000.0,907.0890613843624,0
1591,145000.0,Meadowlands,Dragonspire,1329.0,11072.0,sqft,5,Common,29000.0,116000.0,553.8017427399265,1
1592,112000.0,Meadowlands,Crystalhollow,640.0,8780.0,sqft,5,Common,22400.0,89600.0,427.76410473704664,1
1593,241500.0,Meadowlands,Ravenstone,1154.0,4084.0,sqft,6,Gleaming,48300.0,193200.0,922.3663508392567,0
1594,200141.0,Meadowlands,Sunspire,1012.0,11175.0,sqft,5,Gleaming,40028.200000000004,160112.8,764.4029971980111,0
1595,153500.0,Meadowlands,Crystalhollow,775.0,9129.0,sqft,5,Common,30700.0,122800.0,586.2659828315773,1
1596,252000.0,AetherIsles,Wyverncliff,664.0,12447.0,sqft,5,Gleaming,50400.0,201600.0,962.4692356583549,0
1597,83500.0,GnomeBurough,Wolfsbane,839.0,1974.0,sqft,5,Common,16700.0,66800.0,318.9134173709232,1
1598,12789.0,GnomeBurough,Petalbridge,639.0,9656.0,sqft,2,Common,2557.8,10231.2,48.84531370966152,1
1599,279500.0,Meadowlands,Sunspire,1149.0,10652.0,sqft,5,Gleaming,55900.0,223600.0,1067.5006006607548,0
1600,183600.0,Meadowlands,Sunspire,929.0,7488.0,sqft,5,Gleaming,36720.0,146880.0,701.2275859796586,1
1601,146000.0,Meadowlands,Dragonspire,1403.0,12436.0,sqft,5,Common,29200.0,116800.0,557.62106510365,1
1602,175000.0,Meadowlands,Sunspire,1006.0,10021.0,sqft,6,Common,35000.0,140000.0,668.3814136516354,1
1603,214500.0,GnomeBurough,Stormwatch,1641.0,11888.0,sqft,6,Common,42900.0,171600.0,819.2446470187188,0
1604,82500.0,Meadowlands,Nighthaven,1085.0,11900.0,sqft,5,Common,16500.0,66000.0,315.0940950071995,1
1605,369900.0,Meadowlands,Ravenstone,1559.0,11443.0,sqft,5,Gleaming,73980.0,295920.0,1412.767342341371,0
1606,215000.0,Meadowlands,Crystalhollow,1508.0,12209.0,sqft,5,Common,43000.0,172000.0,821.1543082005807,0
1607,220000.0,Meadowlands,Sunspire,1233.0,8814.0,sqft,5,Gleaming,44000.0,176000.0,840.2509200191988,0
1608,324000.0,Meadowlands,Mossheart,664.0,10846.0,sqft,5,Gleaming,64800.0,259200.0,1237.4604458464562,0
1609,103000.0,Meadowlands,Dragonspire,941.0,10899.0,sqft,5,Common,20600.0,82400.0,393.3902034635339,1
1610,143000.0,Meadowlands,Crystalhollow,1047.0,14115.0,sqft,5,Common,28600.0,114400.0,546.1630980124793,1
1611,198000.0,Meadowlands,Sunspire,1027.0,8772.0,sqft,5,Gleaming,39600.0,158400.0,756.2258280172789,0
1612,83000.0,Meadowlands,Shadowmere,1087.0,8248.0,sqft,4,Common,16600.0,66400.0,317.00375618906133,1
1613,195000.0,Meadowlands,Nighthaven,1561.0,12046.0,sqft,6,Common,39000.0,156000.0,744.7678609261079,1
1614,162500.0,Meadowlands,Nighthaven,832.0,8723.0,sqft,6,Common,32500.0,130000.0,620.63988410509,1
1615,130000.0,Meadowlands,Crystalhollow,672.0,6953.0,sqft,7,Common,26000.0,104000.0,496.5119072840719,1
1616,292500.0,Meadowlands,Nighthaven,2184.0,12511.0,sqft,7,Gleaming,58500.0,234000.0,1117.1517913891619,0
1617,185000.0,Meadowlands,Duskwood,913.0,7980.0,sqft,7,Common,37000.0,148000.0,706.5746372888716,1
1618,260000.0,Meadowlands,Glimmerwood,2035.0,9900.0,sqft,5,Gleaming,52000.0,208000.0,993.0238145681438,0
1619,204000.0,Meadowlands,Duskwood,1768.0,7500.0,sqft,5,Common,40800.0,163200.0,779.1417621996206,0
1620,195800.0,Meadowlands,Sunspire,1239.0,8400.0,sqft,5,Gleaming,39160.0,156640.0,747.8233188170868,1
1621,130000.0,GnomeBurough,Petalbridge,1807.0,9600.0,sqft,5,Common,26000.0,104000.0,496.5119072840719,1
1622,140000.0,Meadowlands,Shadowmere,862.0,8546.0,sqft,5,Common,28000.0,112000.0,534.7051309213083,1
1623,162900.0,Meadowlands,Nighthaven,1279.0,10140.0,sqft,5,Common,32580.0,130320.0,622.1676130505795,1
1624,177500.0,Meadowlands,Duskwood,1063.0,8923.0,sqft,5,Gleaming,35500.0,142000.0,677.9297195609444,1
1625,300000.0,AetherIsles,Wyverncliff,1259.0,4765.0,sqft,5,Gleaming,60000.0,240000.0,1145.7967091170892,0
1626,123000.0,Meadowlands,Cloudrest,811.0,2280.0,sqft,5,Common,24600.0,98400.0,469.77665073800654,1
1627,125000.0,Meadowlands,Shadowmere,1139.0,16012.0,sqft,4,Common,25000.0,100000.0,477.4152954654538,1
1628,136000.0,GnomeBurough,Mystvale,1181.0,10266.0,sqft,6,Common,27200.0,108800.0,519.4278414664137,1
1629,299800.0,Meadowlands,Nighthaven,2088.0,8963.0,sqft,9,Enchanting,59960.0,239840.0,1145.0328446443446,0
1630,128500.0,Meadowlands,Dragonspire,732.0,8300.0,sqft,6,Common,25700.0,102800.0,490.78292373848655,1
1631,143195.0,Meadowlands,Sunspire,827.0,9216.0,sqft,6,Common,28639.0,114556.0,546.9078658734053,1
1632,189000.0,Meadowlands,Duskwood,1387.0,7500.0,sqft,5,Common,37800.0,151200.0,721.8519267437662,1
1633,175000.0,Meadowlands,Nighthaven,866.0,15611.0,sqft,6,Common,35000.0,140000.0,668.3814136516354,1
1634,119000.0,GnomeBurough,Petalbridge,962.0,6900.0,sqft,7,Common,23800.0,95200.0,454.4993612831121,1
1635,255000.0,AetherIsles,Wyverncliff,1378.0,8640.0,sqft,5,Gleaming,51000.0,204000.0,973.9272027495258,0
1636,192000.0,Meadowlands,Dreamweaver,976.0,3182.0,sqft,5,Gleaming,38400.0,153600.0,733.309893834937,1
1637,135000.0,Meadowlands,Dragonspire,1599.0,11606.0,sqft,5,Common,27000.0,108000.0,515.6085191026901,1
1638,160000.0,Meadowlands,Thornfield,1006.0,9600.0,sqft,7,Gleaming,32000.0,128000.0,611.0915781957809,1
1639,51689.0,GnomeBurough,Mystvale,560.0,12366.0,sqft,5,Common,10337.800000000001,41351.2,197.41695365851072,1
1640,149000.0,Meadowlands,Sunspire,652.0,4438.0,sqft,5,Gleaming,29800.0,119200.0,569.0790321948209,1
1641,254000.0,Meadowlands,Silverglen,1018.0,6240.0,sqft,5,Gleaming,50800.0,203200.0,970.1078803858022,0
1642,96500.0,Meadowlands,Thornfield,606.0,10594.0,sqft,5,Common,19300.0,77200.0,368.56460809933037,1
1643,143000.0,Meadowlands,Sunspire,761.0,9757.0,sqft,7,Common,28600.0,114400.0,546.1630980124793,1
1644,156500.0,Meadowlands,Dragonspire,1136.0,8400.0,sqft,3,Common,31300.0,125200.0,597.7239499227481,1
