DI,TradeValue,RealmType,Enclave,LivingQuarters,ParcelSize,ParcelSizeUnit,StructuralIntegrity,ExteriorCharm,Craftsmanship,EraConstructed,NeedsRestoration
1457,209500.0,GnomeBurough,Stormwatch,664.0,7793.0,sqft,7,Common,7,1027,False
1458,119000.0,Meadowlands,Dragonspire,1218.0,8917.0,sqft,5,Common,5,1303,False
1459,118000.0,Meadowlands,Dragonspire,867.0,9000.0,sqft,5,Common,5,1319,False
1460,128950.0,Meadowlands,Dragonspire,942.0,9320.0,sqft,5,Common,4,1391,False
1461,335000.0,Meadowlands,Thornfield,1463.0,17500.0,sqft,8,Gleaming,7,1266,False
1462,272000.0,Meadowlands,Nighthaven,2209.0,12227.0,sqft,7,Common,6,1450,False
1463,139000.0,GnomeBurough,Petalbridge,1270.0,10800.0,sqft,6,Common,5,1120,True
1464,119916.0,Meadowlands,Emberfall,664.0,6360.0,sqft,5,Common,5,1214,True
1465,205000.0,Meadowlands,Sunspire,1185.0,13703.9808376968,sqft,5,Gleaming,7,1728,False
1466,85000.0,Meadowlands,Shadowmere,673.0,6410.0,sqft,5,Common,4,1295,True
1467,119200.0,Meadowlands,Dragonspire,832.0,11664.0,sqft,5,Common,6,1123,True
1468,500067.0,Meadowlands,Silverglen,1761.0,17169.0,sqft,5,Enchanting,10,1731,False
1469,201000.0,Meadowlands,Crystalhollow,1199.0,9196.0,sqft,5,Gleaming,7,1676,False
1470,195500.0,Meadowlands,Duskwood,1233.0,9535.0,sqft,5,Common,6,1490,False
1471,127000.0,Meadowlands,Dragonspire,1159.0,7910.0,sqft,5,Common,5,1264,True
1472,211000.0,Meadowlands,Sunspire,1438.0,11250.0,sqft,5,Gleaming,7,1613,False
1473,183900.0,AetherIsles,Wyverncliff,1116.0,3735.0,sqft,5,Gleaming,7,1530,False
1474,185750.0,Meadowlands,Nighthaven,1145.0,9156.0,sqft,7,Common,6,1387,False
1475,93000.0,GnomeBurough,Stormwatch,878.0,6000.0,sqft,5,Common,5,1003,True
1476,171925.0,Meadowlands,Duskwood,1149.0,8857.0,sqft,5,Gleaming,6,1793,False
1477,139500.0,Meadowlands,Brightforge,878.0,7733.0,sqft,5,Common,6,1665,False
1478,320000.0,Meadowlands,Duskwood,1893.0,19378.0,sqft,5,Gleaming,7,1797,False
1479,104000.0,Meadowlands,Thornfield,839.0,7801.0,sqft,5,Common,6,1367,False
1480,235000.0,Meadowlands,Shadowmere,1545.0,19950.0,sqft,7,Common,6,1164,False
1481,153500.0,Meadowlands,Crystalhollow,1028.0,4500.0,sqft,5,Common,6,1552,False
1482,179000.0,Meadowlands,Brightforge,1037.0,8450.0,sqft,5,Common,7,1768,False
1483,250000.0,Meadowlands,Thornfield,1266.0,3811.0,sqft,5,Gleaming,7,1604,False
1484,183500.0,Meadowlands,Duskwood,1323.0,8244.0,sqft,5,Gleaming,7,1654,False
1485,129500.0,Meadowlands,Dragonspire,935.0,10050.0,sqft,5,Common,5,1316,False
1486,140000.0,Meadowlands,Sunspire,697.0,16269.0,sqft,5,Common,5,1476,False
1487,140000.0,Meadowlands,Shadowmere,824.0,3675.0,sqft,5,Common,6,1648,False
1488,170000.0,Meadowlands,Duskwood,1099.0,9967.0,sqft,5,Common,7,1673,False
1489,320000.0,Meadowlands,Brightforge,2478.0,12376.0,sqft,5,Common,7,1468,False
1490,155000.0,Meadowlands,Dragonspire,1211.0,10170.0,sqft,6,Common,6,1285,True
1491,98000.0,Meadowlands,Shadowmere,1104.0,8777.0,sqft,6,Common,4,1183,True
1492,229800.0,AetherIsles,Wyverncliff,1078.0,8640.0,sqft,5,Gleaming,7,1736,False
1493,225000.0,Meadowlands,Duskwood,1525.0,10762.0,sqft,5,Gleaming,7,1529,False
1494,109000.0,GnomeBurough,Stormwatch,627.0,11672.0,sqft,5,Common,5,1041,True
1495,195000.0,AetherIsles,Wyverncliff,966.0,4217.0,sqft,5,Gleaming,6,1770,False
1496,84900.0,Meadowlands,Shadowmere,492.0,8777.0,sqft,6,Common,3,1149,True
1497,99900.0,Meadowlands,Shadowmere,664.0,4060.0,sqft,8,Common,5,1194,False
1498,120000.0,Meadowlands,Dragonspire,924.0,8750.0,sqft,5,Common,5,1200,True
1499,129850.0,GnomeBurough,Mystvale,1231.0,7288.0,sqft,7,Gleaming,5,1142,False
1500,325300.0,Meadowlands,Silverglen,1827.0,14215.0,sqft,5,Gleaming,8,1742,False
1501,259000.0,Meadowlands,Silverglen,1401.0,14122.0,sqft,5,Gleaming,8,1687,False
1502,154900.0,Meadowlands,Thornfield,1033.0,7681.0,sqft,6,Common,5,1069,True
1503,169900.0,Meadowlands,Crystalhollow,795.0,12328.0,sqft,5,Common,6,1414,False
1504,130000.0,Meadowlands,Shadowmere,1253.0,22692.0,sqft,5,Common,5,1282,True
1505,148000.0,Meadowlands,Shadowmere,824.0,3675.0,sqft,5,Common,6,1670,False
1506,133000.0,Meadowlands,Dragonspire,1213.0,9490.0,sqft,7,Common,6,1094,False
1507,192000.0,Meadowlands,Sunspire,1122.0,8749.0,sqft,5,Gleaming,7,1633,False
1508,177000.0,Meadowlands,Thornfield,1292.0,15576.0,sqft,7,Common,6,1107,False
1509,206580.0,Meadowlands,Duskwood,1173.0,10936.0,sqft,5,Gleaming,7,1734,False
1510,162900.0,GnomeBurough,Stormwatch,1209.0,6240.0,sqft,7,Common,5,1073,False
1511,356383.0,Meadowlands,Riverbend,1902.0,12292.0,sqft,5,Gleaming,9,1679,False
1512,173000.0,Meadowlands,Windwhisper,1288.0,15263.0,sqft,5,Common,5,1207,True
1513,144152.0,AetherIsles,Wyverncliff,923.0,3180.0,sqft,5,Gleaming,7,1681,False
1514,144000.0,Meadowlands,Sunspire,652.0,4435.0,sqft,5,Gleaming,6,1739,False
1515,170000.0,Meadowlands,Nighthaven,902.0,10625.0,sqft,6,Common,7,1246,True
1516,162000.0,Meadowlands,Duskwood,1015.0,7750.0,sqft,5,Gleaming,7,1689,False
1517,170000.0,Meadowlands,Brightforge,893.0,9260.0,sqft,5,Gleaming,7,1601,False
1518,112500.0,GnomeBurough,Petalbridge,713.0,6000.0,sqft,6,Common,5,1397,False
1519,141000.0,Meadowlands,Emberfall,664.0,8499.0,sqft,6,Common,5,1386,False
1520,167840.0,Meadowlands,Sunspire,1023.0,8334.0,sqft,5,Gleaming,6,1618,False
1521,82000.0,Meadowlands,Shadowmere,726.0,10206.0,sqft,3,Common,3,1239,True
1522,175000.0,Meadowlands,Ravenstone,1086.0,11457.0,sqft,5,Common,6,1495,False
1523,116500.0,GnomeBurough,Mystvale,1023.0,7518.0,sqft,8,Modest,5,1124,False
1524,121500.0,Meadowlands,Shadowmere,825.0,9571.0,sqft,5,Common,5,1273,True
1525,162500.0,GnomeBurough,Stormwatch,1319.0,9144.0,sqft,4,Common,6,1011,True
1526,241000.0,AetherIsles,Wyverncliff,1192.0,8125.0,sqft,5,Gleaming,7,1684,False
1527,128000.0,Meadowlands,Emberfall,756.0,9100.0,sqft,5,Common,5,1316,False
1528,79500.0,GnomeBurough,Stormwatch,719.0,9100.0,sqft,6,Common,5,1040,True
1529,419005.0,AetherIsles,Wyverncliff,1512.0,12291.0,sqft,5,Enchanting,10,1671,False
1530,126000.0,Meadowlands,Stormhold,658.0,7890.0,sqft,6,Common,6,1163,True
1531,148800.0,Meadowlands,Dragonspire,861.0,10710.0,sqft,7,Gleaming,5,1329,False
1532,176000.0,Meadowlands,Ravenstone,874.0,13811.0,sqft,6,Common,6,1471,False
1533,207500.0,Meadowlands,Silverglen,1010.0,5063.0,sqft,5,Gleaming,7,1707,False
1534,143000.0,GnomeBurough,Petalbridge,871.0,9836.0,sqft,5,Common,6,1789,False
1535,85500.0,GnomeBurough,Wolfsbane,839.0,1504.0,sqft,4,Common,4,1325,False
1536,210000.0,Meadowlands,Thornfield,1385.0,14210.0,sqft,7,Common,6,1020,False
1537,191000.0,Meadowlands,Sunspire,1301.0,9337.0,sqft,5,Common,7,1591,False
1538,256000.0,Meadowlands,Windwhisper,1279.0,53227.0,sqft,6,Common,4,1330,False
1539,124900.0,Meadowlands,Sunspire,599.0,7200.0,sqft,7,Common,5,1397,False
1540,145000.0,Meadowlands,Stormhold,1136.0,6292.0,sqft,7,Common,7,1024,False
1541,156000.0,AetherIsles,Wyverncliff,1116.0,3768.0,sqft,5,Gleaming,7,1470,False
1542,342643.0,Meadowlands,Silverglen,1996.0,16259.0,sqft,5,Common,9,1731,False
1543,279500.0,Meadowlands,Glimmerwood,664.0,10990.0,sqft,5,Gleaming,7,1536,False
1544,87000.0,GnomeBurough,Petalbridge,646.0,4388.0,sqft,7,Common,5,1109,False
1545,90000.0,GnomeBurough,Stormwatch,1012.0,8550.0,sqft,5,Common,5,1087,True
1546,128000.0,Meadowlands,Emberfall,820.0,9600.0,sqft,7,Common,4,1342,False
1547,157000.0,GnomeBurough,Stormwatch,1151.0,6000.0,sqft,7,Common,6,1131,False
1548,179000.0,Meadowlands,Shadowmere,923.0,10800.0,sqft,5,Common,5,1464,False
1549,168000.0,Meadowlands,Crystalhollow,1247.0,32463.0,sqft,4,Common,4,1278,True
1550,82375.0,GnomeBurough,Mystvale,1033.0,10320.0,sqft,3,Modest,3,1150,True
1551,136900.0,Meadowlands,Shadowmere,1426.0,9525.0,sqft,4,Common,6,1200,True
1552,95000.0,Meadowlands,Stormhold,706.0,6001.0,sqft,5,Common,6,1151,True
1553,377500.0,Meadowlands,Duskwood,1343.0,14892.0,sqft,5,Enchanting,9,1777,False
1554,113000.0,Meadowlands,Shadowmere,516.0,9340.0,sqft,6,Common,4,1149,True
1555,171750.0,Meadowlands,Silverglen,1080.0,3136.0,sqft,5,Gleaming,7,1741,False
1556,108500.0,GnomeBurough,Petalbridge,738.0,6000.0,sqft,4,Common,4,1013,True
1557,134500.0,Meadowlands,Dragonspire,775.0,8923.0,sqft,7,Common,5,1398,False
1558,65000.0,GnomeBurough,Petalbridge,1221.0,12205.0,sqft,1,Common,3,1118,True
1559,350000.0,Meadowlands,Silverglen,1710.0,8834.0,sqft,5,Gleaming,9,1662,False
1560,184500.0,Meadowlands,Silverglen,1004.0,5122.0,sqft,5,Gleaming,6,1649,False
1561,123000.0,GnomeBurough,Petalbridge,1097.0,5775.0,sqft,7,Common,6,1173,False
1562,205000.0,Meadowlands,Nighthaven,1238.0,10603.0,sqft,7,Common,6,1504,False
1563,144750.0,Meadowlands,Dragonspire,1389.0,7570.0,sqft,5,Common,6,1322,False
1564,213490.0,Meadowlands,Dreamweaver,1158.0,3013.0,sqft,5,Gleaming,7,1681,False
1565,209200.0,Meadowlands,Crystalhollow,1033.0,8940.0,sqft,5,Common,7,1553,False
1566,115000.0,GnomeBurough,Wolfsbane,1003.0,2665.0,sqft,6,Common,5,1567,False
1567,129000.0,Meadowlands,Emberfall,797.0,10751.0,sqft,5,Common,5,1350,False
1568,376162.0,Meadowlands,Silverglen,1795.0,12858.0,sqft,5,Enchanting,9,1686,False
1569,204000.0,Meadowlands,Silverglen,1001.0,3901.0,sqft,5,Gleaming,6,1679,False
1570,110000.0,GnomeBurough,Petalbridge,987.0,3500.0,sqft,7,Common,5,1128,False
1571,122000.0,Meadowlands,Dragonspire,664.0,9768.0,sqft,5,Common,5,1230,True
1572,156000.0,Meadowlands,Dragonspire,1329.0,12099.0,sqft,6,Common,5,1360,False
1573,191000.0,Meadowlands,Dreamweaver,1156.0,3182.0,sqft,5,Gleaming,7,1675,False
1574,231500.0,Meadowlands,Sunspire,1356.0,15426.0,sqft,5,Common,6,1523,False
1575,189000.0,Meadowlands,Brightforge,1274.0,14565.0,sqft,5,Gleaming,7,1419,False
1576,246500.0,Meadowlands,Sunspire,1269.0,10235.0,sqft,5,Gleaming,8,1693,False
1577,149900.0,Meadowlands,Cloudrest,1119.0,2280.0,sqft,6,Common,6,1466,False
1578,226000.0,Meadowlands,Sunspire,1137.0,10665.0,sqft,5,Gleaming,7,1761,False
1579,80500.0,GnomeBurough,Stormwatch,701.0,6240.0,sqft,5,Common,4,1092,True
1580,208000.0,Meadowlands,Thornfield,1524.0,13607.0,sqft,6,Common,6,1598,False
1581,202500.0,GnomeBurough,Stormwatch,1405.0,11737.0,sqft,7,Common,6,1077,False
1582,160500.0,Meadowlands,Emberfall,799.0,7176.0,sqft,6,Common,6,1421,False
1583,182000.0,Meadowlands,Windwhisper,1170.0,11075.0,sqft,5,Common,6,1563,False
1584,98000.0,Meadowlands,Dragonspire,779.0,7785.0,sqft,5,Common,5,1238,True
1585,147900.0,Meadowlands,Sunspire,843.0,16561.0,sqft,5,Common,5,1510,False
1586,188000.0,Meadowlands,Crystalhollow,1329.0,9297.0,sqft,5,Common,5,1436,False
1587,169500.0,GnomeBurough,Mystvale,1398.0,7758.0,sqft,4,Common,7,1058,True
1588,114000.0,GnomeBurough,Petalbridge,799.0,8146.0,sqft,8,Gleaming,4,1009,False
1589,167900.0,Meadowlands,Nighthaven,858.0,10140.0,sqft,6,Common,6,1303,False
1590,237500.0,Meadowlands,Dragonspire,1628.0,12925.0,sqft,7,Common,6,1298,False
1591,145000.0,Meadowlands,Dragonspire,1329.0,11072.0,sqft,5,Common,5,1246,True
1592,112000.0,Meadowlands,Crystalhollow,640.0,8780.0,sqft,5,Common,5,1445,False
1593,241500.0,Meadowlands,Ravenstone,1154.0,4084.0,sqft,6,Gleaming,7,1504,False
1594,200141.0,Meadowlands,Sunspire,1012.0,11175.0,sqft,5,Gleaming,7,1718,False
1595,153500.0,Meadowlands,Crystalhollow,775.0,9129.0,sqft,5,Common,5,1524,False
1596,252000.0,AetherIsles,Wyverncliff,664.0,12447.0,sqft,5,Gleaming,8,1782,False
1597,83500.0,GnomeBurough,Wolfsbane,839.0,1974.0,sqft,5,Common,4,1319,False
1598,12789.0,GnomeBurough,Petalbridge,639.0,9656.0,sqft,2,Common,2,1107,True
1599,279500.0,Meadowlands,Sunspire,1149.0,10652.0,sqft,5,Gleaming,7,1796,False
1600,183600.0,Meadowlands,Sunspire,929.0,7488.0,sqft,5,Gleaming,7,1603,False
1601,146000.0,Meadowlands,Dragonspire,1403.0,12436.0,sqft,5,Common,5,1271,True
1602,175000.0,Meadowlands,Sunspire,1006.0,10021.0,sqft,6,Common,6,1470,False
1603,214500.0,GnomeBurough,Stormwatch,1641.0,11888.0,sqft,6,Common,6,1013,True
1604,82500.0,Meadowlands,Nighthaven,1085.0,11900.0,sqft,5,Common,7,1434,False
1605,369900.0,Meadowlands,Ravenstone,1559.0,11443.0,sqft,5,Gleaming,8,1719,False
1606,215000.0,Meadowlands,Crystalhollow,1508.0,12209.0,sqft,5,Common,6,1656,False
1607,220000.0,Meadowlands,Sunspire,1233.0,8814.0,sqft,5,Gleaming,7,1629,False
1608,324000.0,Meadowlands,Mossheart,664.0,10846.0,sqft,5,Gleaming,8,1554,False
1609,103000.0,Meadowlands,Dragonspire,941.0,10899.0,sqft,5,Common,4,1350,False
1610,143000.0,Meadowlands,Crystalhollow,1047.0,14115.0,sqft,5,Common,5,1478,False
1611,198000.0,Meadowlands,Sunspire,1027.0,8772.0,sqft,5,Gleaming,7,1681,False
1612,83000.0,Meadowlands,Shadowmere,1087.0,8248.0,sqft,4,Common,4,1088,True
1613,195000.0,Meadowlands,Nighthaven,1561.0,12046.0,sqft,6,Common,6,1440,False
1614,162500.0,Meadowlands,Nighthaven,832.0,8723.0,sqft,6,Common,6,1222,True
1615,130000.0,Meadowlands,Crystalhollow,672.0,6953.0,sqft,7,Common,5,1377,False
1616,292500.0,Meadowlands,Nighthaven,2184.0,12511.0,sqft,7,Gleaming,7,1561,False
1617,185000.0,Meadowlands,Duskwood,913.0,7980.0,sqft,7,Common,6,1572,False
1618,260000.0,Meadowlands,Glimmerwood,2035.0,9900.0,sqft,5,Gleaming,7,1404,False
1619,204000.0,Meadowlands,Duskwood,1768.0,7500.0,sqft,5,Common,6,1482,False
1620,195800.0,Meadowlands,Sunspire,1239.0,8400.0,sqft,5,Gleaming,7,1774,False
1621,130000.0,GnomeBurough,Petalbridge,1807.0,9600.0,sqft,5,Common,5,1052,True
1622,140000.0,Meadowlands,Shadowmere,862.0,8546.0,sqft,5,Common,4,1735,False
1623,162900.0,Meadowlands,Nighthaven,1279.0,10140.0,sqft,5,Common,7,1577,False
1624,177500.0,Meadowlands,Duskwood,1063.0,8923.0,sqft,5,Gleaming,7,1584,False
1625,300000.0,AetherIsles,Wyverncliff,1259.0,4765.0,sqft,5,Gleaming,9,1600,False
1626,123000.0,Meadowlands,Cloudrest,811.0,2280.0,sqft,5,Common,7,1580,False
1627,125000.0,Meadowlands,Shadowmere,1139.0,16012.0,sqft,4,Common,4,1312,False
1628,136000.0,GnomeBurough,Mystvale,1181.0,10266.0,sqft,6,Common,6,1243,True
1629,299800.0,Meadowlands,Nighthaven,2088.0,8963.0,sqft,9,Enchanting,8,1433,False
1630,128500.0,Meadowlands,Dragonspire,732.0,8300.0,sqft,6,Common,6,1209,True
1631,143195.0,Meadowlands,Sunspire,827.0,9216.0,sqft,6,Common,5,1539,False
1632,189000.0,Meadowlands,Duskwood,1387.0,7500.0,sqft,5,Common,7,1586,False
1633,175000.0,Meadowlands,Nighthaven,866.0,15611.0,sqft,6,Common,5,1467,False
1634,119000.0,GnomeBurough,Petalbridge,962.0,6900.0,sqft,7,Common,6,1080,False
1635,255000.0,AetherIsles,Wyverncliff,1378.0,8640.0,sqft,5,Gleaming,8,1733,False
1636,192000.0,Meadowlands,Dreamweaver,976.0,3182.0,sqft,5,Gleaming,8,1757,False
1637,135000.0,Meadowlands,Dragonspire,1599.0,11606.0,sqft,5,Common,5,1303,False
1638,160000.0,Meadowlands,Thornfield,1006.0,9600.0,sqft,7,Gleaming,5,1012,False
1639,51689.0,GnomeBurough,Mystvale,560.0,12366.0,sqft,5,Common,3,1150,True
1640,149000.0,Meadowlands,Sunspire,652.0,4438.0,sqft,5,Gleaming,6,1659,False
1641,254000.0,Meadowlands,Silverglen,1018.0,6240.0,sqft,5,Gleaming,8,1773,False
1642,96500.0,Meadowlands,Thornfield,606.0,10594.0,sqft,5,Common,5,1048,True
1643,143000.0,Meadowlands,Sunspire,761.0,9757.0,sqft,7,Common,5,1518,False
1644,156500.0,Meadowlands,Dragonspire,1136.0,8400.0,sqft,3,Common,6,1398,False
1645,110000.0,Meadowlands,Shadowmere,906.0,8240.0,sqft,6,Common,6,1382,False
1646,214000.0,Meadowlands,Sunspire,1181.0,9135.0,sqft,5,Gleaming,7,1752,False
1647,370878.0,AetherIsles,Wyverncliff,1358.0,9187.0,sqft,5,Enchanting,9,1619,False
1648,277500.0,Meadowlands,Dragonspire,1883.0,18275.0,sqft,8,Common,7,1257,False
1649,158500.0,Meadowlands,Nighthaven,840.0,10738.0,sqft,7,Common,6,1367,False
1650,132500.0,Meadowlands,Dragonspire,915.0,7728.0,sqft,6,Common,5,1207,True
1651,317500.0,Meadowlands,Silverglen,1216.0,12704.0,sqft,5,Gleaming,8,1799,False
1652,120000.0,GnomeBurough,Petalbridge,909.0,6000.0,sqft,7,Common,3,1186,False
1653,109000.0,Meadowlands,Dragonspire,813.0,7922.0,sqft,7,Common,5,1347,False
1654,176000.0,Meadowlands,Duskwood,963.0,7875.0,sqft,5,Common,7,1465,False
1655,121600.0,GnomeBurough,Stormwatch,946.0,4712.0,sqft,7,Common,4,1101,False
1656,239686.0,Meadowlands,Crystalhollow,1653.0,12822.0,sqft,5,Gleaming,7,1608,False
1657,107900.0,GnomeBurough,Petalbridge,693.0,6000.0,sqft,7,Common,4,1396,False
1658,257000.0,AetherIsles,Wyverncliff,1431.0,9801.0,sqft,5,Gleaming,8,1763,False
1659,290000.0,Meadowlands,Glimmerwood,1746.0,11764.0,sqft,7,Gleaming,8,1420,False
1660,98000.0,Meadowlands,Shadowmere,1176.0,8405.0,sqft,3,Common,4,1008,True
1661,128500.0,Meadowlands,Emberfall,759.0,9945.0,sqft,5,Common,5,1296,True
1662,70000.0,GnomeBurough,Mystvale,686.0,5160.0,sqft,6,Common,4,1029,True
1663,217000.0,Meadowlands,Sunspire,1149.0,9236.0,sqft,5,Common,6,1507,False
1664,193800.0,AetherIsles,Wyverncliff,1203.0,3784.0,sqft,5,Gleaming,8,1709,False
1665,338500.0,Meadowlands,Silverglen,1608.0,9942.0,sqft,5,Enchanting,9,1796,False
1666,129800.0,Meadowlands,Dragonspire,627.0,8550.0,sqft,8,Common,6,1097,False
1667,180000.0,Meadowlands,Dragonspire,1376.0,14250.0,sqft,5,Common,6,1346,False
1668,165600.0,Meadowlands,Duskwood,1154.0,7685.0,sqft,5,Common,6,1584,False
1669,148000.0,Meadowlands,Crystalhollow,930.0,11080.0,sqft,6,Common,6,1458,False
1670,121000.0,Meadowlands,Dragonspire,719.0,9888.0,sqft,6,Common,5,1271,True
1671,145000.0,Meadowlands,Sunspire,761.0,9245.0,sqft,5,Common,5,1444,False
1672,187000.0,Meadowlands,Sunspire,939.0,7360.0,sqft,5,Gleaming,7,1741,False
1673,185000.0,Meadowlands,Nighthaven,1443.0,9120.0,sqft,6,Gleaming,6,1320,False
1674,555000.0,Meadowlands,Silverglen,1847.0,15431.0,sqft,5,Enchanting,10,1763,False
1675,154204.0,Meadowlands,Duskwood,867.0,18160.0,sqft,6,Common,6,1216,True
1676,158450.0,Meadowlands,Emberfall,1116.0,11235.0,sqft,5,Common,5,1265,True
1677,119900.0,Meadowlands,Brightforge,742.0,7800.0,sqft,5,Common,5,1375,False
1678,175900.0,Meadowlands,Sunspire,976.0,7242.0,sqft,5,Gleaming,7,1628,False
1679,274300.0,Meadowlands,Sunspire,1613.0,9750.0,sqft,6,Common,7,1562,False
1680,180000.0,Meadowlands,Dreamweaver,938.0,3182.0,sqft,5,Gleaming,7,1643,False
1681,170000.0,Meadowlands,Sunspire,1073.0,11069.0,sqft,5,Gleaming,6,1671,False
1682,320000.0,AetherIsles,Wyverncliff,1465.0,11670.0,sqft,5,Enchanting,9,1649,False
1683,129000.0,GnomeBurough,Stormwatch,664.0,9873.0,sqft,5,Common,4,1312,False
1684,140000.0,GnomeBurough,Petalbridge,664.0,10300.0,sqft,6,Common,7,1008,True
1685,154500.0,Meadowlands,Emberfall,821.0,8414.0,sqft,8,Common,6,1393,False
1686,234000.0,Meadowlands,Dreamweaver,1197.0,3196.0,sqft,5,Gleaming,7,1796,False
1687,179200.0,Meadowlands,Brightforge,1211.0,8012.0,sqft,5,Gleaming,6,1598,False
1688,100000.0,GnomeBurough,Mystvale,863.0,6060.0,sqft,5,Common,4,1048,True
1689,159900.0,GnomeBurough,Petalbridge,1199.0,12900.0,sqft,8,Gleaming,6,1162,False
1690,115000.0,GnomeBurough,Stormwatch,765.0,6120.0,sqft,6,Common,5,1098,True
1691,64000.0,GnomeBurough,Petalbridge,516.0,4800.0,sqft,4,Common,5,1125,True
1692,125500.0,GnomeBurough,Petalbridge,1048.0,7740.0,sqft,7,Common,4,1131,False
1693,370967.0,Meadowlands,Silverglen,1384.0,8232.0,sqft,5,Enchanting,9,1630,False
1694,125000.0,GnomeBurough,Petalbridge,1132.0,9600.0,sqft,8,Common,5,1011,False
1695,108000.0,GnomeBurough,Starfall,839.0,1680.0,sqft,5,Common,6,1382,False
1696,111900.0,Meadowlands,Dragonspire,719.0,10295.0,sqft,6,Common,4,1294,True
1697,146500.0,Meadowlands,Dragonspire,1249.0,10858.0,sqft,6,Common,5,1296,True
1698,130000.0,Meadowlands,Crystalhollow,672.0,9858.0,sqft,6,Common,5,1291,True
1699,156500.0,GnomeBurough,Petalbridge,1299.0,7200.0,sqft,9,Gleaming,7,1019,False
1700,168000.0,Meadowlands,Emberfall,1105.0,14175.0,sqft,6,Common,5,1318,False
1701,213000.0,Meadowlands,Crystalhollow,1399.0,11050.0,sqft,5,Common,7,1517,False
1702,226000.0,AetherIsles,Wyverncliff,1483.0,7050.0,sqft,5,Gleaming,7,1705,False
1703,119000.0,Meadowlands,Shadowmere,1051.0,8405.0,sqft,8,Common,5,1076,False
1704,147000.0,AetherIsles,Wyverncliff,1380.0,9986.0,sqft,5,Gleaming,8,1791,False
1705,110000.0,Meadowlands,Shadowmere,919.0,12354.0,sqft,8,Common,6,1006,False
1706,145000.0,Meadowlands,Dragonspire,1010.0,8400.0,sqft,6,Common,5,1374,False
1707,174000.0,Meadowlands,Nighthaven,1018.0,8991.0,sqft,6,Common,7,1453,False
1708,82000.0,Meadowlands,Shadowmere,886.0,6040.0,sqft,5,Common,4,1323,False
1709,167000.0,Meadowlands,Sunspire,1181.0,9045.0,sqft,5,Gleaming,5,1677,False
1710,256000.0,AetherIsles,Wyverncliff,1276.0,10625.0,sqft,5,Gleaming,8,1728,False
1711,178000.0,Meadowlands,Ravenstone,1146.0,7777.0,sqft,5,Gleaming,6,1464,False
1712,143000.0,Meadowlands,Sunspire,652.0,4426.0,sqft,5,Gleaming,6,1631,False
1713,200000.0,Meadowlands,Silverglen,1001.0,3903.0,sqft,5,Gleaming,6,1640,False
1714,134500.0,Meadowlands,Shadowmere,976.0,9360.0,sqft,8,Gleaming,6,1275,False
1715,221000.0,Meadowlands,Sunspire,1149.0,12803.0,sqft,5,Gleaming,7,1736,False
1716,263000.0,AetherIsles,Wyverncliff,1610.0,9375.0,sqft,5,Gleaming,7,1649,False
1717,218000.0,Meadowlands,Brightforge,1386.0,12361.0,sqft,7,Gleaming,6,1442,False
1718,326000.0,Meadowlands,Silverglen,1423.0,16033.0,sqft,5,Gleaming,9,1651,False
1719,244600.0,AetherIsles,Wyverncliff,1129.0,9612.0,sqft,5,Gleaming,8,1619,False
1720,133000.0,Meadowlands,Dragonspire,849.0,10425.0,sqft,5,Common,5,1267,True
1721,119500.0,Meadowlands,Crystalhollow,709.0,6951.0,sqft,5,Common,5,1403,False
1722,199000.0,AetherIsles,Wyverncliff,1156.0,10936.0,sqft,5,Gleaming,8,1681,False
1723,127000.0,GnomeBurough,Stormwatch,988.0,8635.0,sqft,5,Common,5,1019,True
1724,181000.0,Meadowlands,Duskwood,1233.0,10839.0,sqft,5,Common,6,1433,False
1725,106250.0,GnomeBurough,Petalbridge,995.0,10800.0,sqft,7,Common,4,1189,False
1726,250000.0,Meadowlands,Ravenstone,1933.0,11170.0,sqft,5,Common,7,1442,False
1727,110000.0,GnomeBurough,Petalbridge,946.0,10440.0,sqft,6,Common,5,1151,True
1728,381000.0,Meadowlands,Thornfield,2651.0,14100.0,sqft,9,Common,8,1084,False
1729,82000.0,Meadowlands,Brightforge,664.0,8400.0,sqft,4,Modest,4,1317,False
1730,137000.0,GnomeBurough,Petalbridge,1483.0,9142.0,sqft,8,Common,6,1173,False
1731,348000.0,Meadowlands,Glimmerwood,1839.0,9452.0,sqft,5,Gleaming,8,1536,False
1732,106500.0,Meadowlands,Dragonspire,678.0,8339.0,sqft,7,Common,5,1376,False
1733,275000.0,Meadowlands,Silverglen,1464.0,10927.0,sqft,5,Gleaming,8,1660,False
1734,207000.0,Meadowlands,Sunspire,1069.0,8810.0,sqft,5,Gleaming,7,1769,False
1735,196500.0,Meadowlands,Sunspire,1323.0,11645.0,sqft,5,Gleaming,7,1747,False
1736,265979.0,GnomeBurough,Petalbridge,2030.0,11700.0,sqft,7,Gleaming,7,996,False
1737,325624.0,Meadowlands,Silverglen,664.0,10562.0,sqft,5,Gleaming,8,1732,False
1738,150000.0,Meadowlands,Ravenstone,1149.0,12890.0,sqft,5,Common,6,1576,False
1739,168500.0,AetherIsles,Wyverncliff,1163.0,2117.0,sqft,5,Gleaming,6,1747,False
1740,119000.0,Meadowlands,Dragonspire,759.0,13587.0,sqft,5,Common,5,1271,True
1741,168000.0,Meadowlands,Duskwood,1263.0,7655.0,sqft,5,Common,6,1472,False
1742,160000.0,Meadowlands,Stormhold,1483.0,7082.0,sqft,8,Common,5,1100,False
